DLR_KEY,DLR_TOP_LVL,DLR_TOP_LVL_DESC,DLR_GRP_ID,DLR_GRP_NM,DLR_ID,BRANCH_ESTB_DT,BRANCH_CLOSED_DT,SELLG_AGRMT_RQRD_FLG,SELLG_AGRMT_12B1_FLG,PAYOUT_FREQ_CD,PAYOUT_FREQ_DESC,STMT_FREQ_CD,STMT_FREQ_DESC,RECV_12B1_TAPE_FLG,AUTO_DIVD_CHK_FLG,WIRE_INCL_ACCRL_FLG,SIPC_INSD_FLG,DLR_FDIC_SELL_FLG,SEC_ID,MBR_SHIP_TYPE_CD,MBR_SHIP_TYPE,INVAL_REP_HNDLG_CD,INVAL_REP_HNDLG_DESC,INVMT_SLIP_ADDR_CD,INVMT_SLIP_ADDR,TRSTE_DFLT_DLR_ID,GRP_SALES_CHNL_ID,GRP_FINCL_INST_ID,DIVD_CONFIRM_SPRSN_FLG,DAILY_CONFIRM_SPRSN_FLG,ONLN_INVAL_REP_HNDLG_FLG,DLR_REP_ST_LIC_VLDN_FLG,DLR_INVAL_REP_ST_LIC_ACTN_FLG,NASD_REGSTN_VLDN_LIC_FLG,INVAL_REP_NASD_REGSTR_FLG,DLR_NM,ADDR_LINE_1,ADDR_LINE_2,ADDR_LINE_3,ADDR_LINE_4,CITY_NM,ST,POSTL_ZIP_CD,CRTY,ROW_STRT_DTTM,ROW_STOP_DTTM,CURR_ROW_FLG,ETL_LOAD_CYC_KEY,SRC_SYS_ID,SPR_ONBS_FLG,ONBS_FLG,INTRL_CNTL_DOC_DT,LTST_CNTL_AUDT_RECPT_DT,INACTV_DT,ACTV_FLG
234,All,All Dealers,,SWISS AMERICAN SECURITIES INC,12,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,12.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,SWISS AMERICAN SECURITIES INC,12 EAST 49TH ST 41ST FL,,,,NEW YORK,NY,10017.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
235,All,All Dealers,07,MORGAN STANLEY SMITH BARNEY,15,2002-05-25 00:00:00,,Y,Y,Q,Quarterly,ZZ,Not Applicable,N,Y,Y,Z,Z,15.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,MORGAN STANLEY SMTH BARNEY LLC,HARBORSIDE FINANCIAL CENTER,PLAZA 2 3RD FLOOR,,,JERSEY CITY,NJ,7303.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2012-07-19 00:00:00,,,Y
236,All,All Dealers,00,JEFFERIES LLC,19,2008-02-27 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,19.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,JEFFERIES LLC,520 MADISON AVE FL 10,,,,NEW YORK,NY,10022.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,U,2013-12-31 00:00:00,,,Y
237,All,All Dealers,,WEISS PECK & GREER LLC,22,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,22.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,WEISS PECK & GREER LLC,1 NEW YORK PLAZA,,,,NEW YORK,NY,10004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
238,All,All Dealers,08,"WELLS FARGO CLEARING SERVICES, LLC",25,2003-06-11 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,25.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,WELLS FARGO SECURITIES LLC,608 SECOND AVE SOUTH,MAC N9303-108,,,MINNEAPOLIS,MN,55402.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-27 00:00:00,,,Y
239,All,All Dealers,08,"WELLS FARGO CLEARING SERVICES, LLC",30,2002-05-25 00:00:00,2017-02-01 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,30.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,FIRST CLEARING LLC,A DIV OF WACHOVIA SEC LLC,1 NEW YORK PLAZA 8TH FLOOR,,,NEW YORK,NY,10004.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
240,All,All Dealers,,NATIONAL INVESTOR SERVICES CORP,44,2003-01-22 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,44.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,NATIONAL INVESTOR SERVICES CORP,55 WATER ST 32ND,,,,NEW YORK,NY,10041.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
241,All,All Dealers,07,MORGAN STANLEY SMITH BARNEY,50,2007-05-18 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,50.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,MORGAN STANLEY & CO INC,HARBORSIDE FINANCIAL CTR,"PLAZA 2, 3RD FLOOR",,,JERSEY CITY,NJ,7311.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-09-27 00:00:00,,,Y
242,All,All Dealers,00,COR CLEARING LLC,52,2004-05-06 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,52.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,COR CLEARING LLC,1200 LANDMARK CENTER,1299 FARNAM ST STE 800,,,OMAHA,NE,68102.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-30 00:00:00,,,Y
243,All,All Dealers,14,JP MORGAN,60,2002-10-08 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,60.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,JP MORGAN SECURITIES LLC/NYSE,500 STANTON-CHRISTIANA RD,NEWARK DE,,,NEWARK,DE,19713.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-06-21 00:00:00,,,Y
244,All,All Dealers,65,VANGUARD,62,2009-04-15 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,62.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,N,B,N,Z,N,Z,VANGUARD MARKETING CORPORATION,100 VANGUARD BLVD,,,,MALVERN,PA,19355.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2011-09-01 00:00:00,,,Y
245,All,All Dealers,01,BROADRIDGE,68,2002-05-25 00:00:00,2017-08-03 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,68.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,MATRIX TRUST COMPANY,PO BOX 80201,,,,DENVER,CO,80201.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-09-20 00:00:00,,,Y
246,All,All Dealers,,REFCO SECURITIES LLC,116,2003-01-13 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,116.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,REFCO SECURITIES LLC,525 WASHINGTON BLVD,,,,JERSEY CITY,NJ,7310.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
247,All,All Dealers,02,AMERIPRISE FINANCIAL,216,2009-09-30 00:00:00,2017-04-07 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,216.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AMERIPRISE FINANCIAL,369 AMERIPRISE FINANCIAL CENTER,,,,MINNEAPOLIS,MN,55474.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-11-14 00:00:00,,,Y
248,All,All Dealers,00,LASALLE ST SECURITIES LLC,232,2007-01-29 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,LASALLE ST SECURITIES LLC,940 N INDUSTRIAL DR,,,,ELMHURST,IL,60126.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-07-01 00:00:00,,,Y
249,All,All Dealers,,EDGEWOOD SERVICES INC,256,2002-05-25 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,256.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,EDGEWOOD SERVICES INC,5800 CORPORATE DR BLDG 2 4TH FLOOR,,,,PITTSBURGH,PA,15237.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
250,All,All Dealers,,DREYFUS BROKERAGE SERVICES INC,272,2002-05-25 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,272.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,DREYFUS BROKERAGE SERVICES INC,6500 WILSHIRE BLVD 9TH FL,,,,LOS ANGELES,CA,90048.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
251,All,All Dealers,14,JP MORGAN,352,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,352.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,JP MORGAN CLEARING CORP,ONE METROTECH CENTER N 3RD FLOOR,,,,NORTH BROOKLYN,NY,11201.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,U,U,2018-01-04 00:00:00,,,Y
252,All,All Dealers,,INVESTMENT MANAGER SERVICES,416,2003-04-04 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,416.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,INVESTMENT MANAGER SERVICES,PO BOX 3865,,,,ENGLEWOOD,CO,80155.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
253,All,All Dealers,,"BMO HARRIS FINANCIAL ADVISORS, INC",480,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,480.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,"BMO HARRIS FINANCIAL ADVISORS, INC",311 WEST MONROE,14TH FLOOR,,,CHICAGO,IL,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
254,All,All Dealers,00,JJB HILLIARD WL LYONS LLC,768,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,768.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,JJB HILLIARD WL LYONS LLC,500 WEST JEFFERSON,,,,LOUISVILLE,KY,40202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-08-13 00:00:00,,,Y
255,All,All Dealers,38,BMO HARRIS BANK,992,2006-01-13 00:00:00,2019-04-03 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,992.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,BMO HARRIS BANK N.A.,ATTN: MUTUAL FUND FEES,11270 W PARK PL STE 400,,,MILWAUKEE,WI,53224.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-08-10 00:00:00,2014-04-02 00:00:00,,Y
256,All,All Dealers,10,ASCENSUS TRUST COMPANY,2563,2009-01-29 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2563.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,ASCENSUS TRUST COMPANY,1126 WESTRAC DR S,,,,FARGO,ND,58103.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-15 00:00:00,,,Y
257,All,All Dealers,00,SCOTTRADE INC,705,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,705.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,SCOTTRADE INC,128000 CORPORATE HILL DR,PO BOX 31759,,,SAINT LOUIS,MO,63131.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2013-01-22 00:00:00,,,Y
258,All,All Dealers,09,WELLS FARGO BANK,929,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,929.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,WELLS FARGO BANK NA,1525 WEST WT HARRIS BLVD,,,,CHARLOTTE,NC,28262.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-08-16 00:00:00,,,Y
259,All,All Dealers,01,BROADRIDGE,5900,2002-12-03 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,0.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,MATRIX TRUST COMPANY,700 17TH ST STE 200,,,,DENVER,CO,80202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-08-19 00:00:00,2013-01-23 00:00:00,,Y
260,All,All Dealers,31,GREAT WEST,257,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,257.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,GWFS  EQUITIES INC,8515 E ORCHARD RD,,,,GREENWOOD VILLAGE,CO,80111.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-15 00:00:00,,,Y
261,All,All Dealers,00,E*TRADE SECURITIES LLC,385,2004-08-27 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,385.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,E*TRADE SECURITIES LLC,10951 WHITE ROCK RD,,,,RANCHO CORDOVA,CA,95670.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2011-09-27 00:00:00,,,Y
262,All,All Dealers,,HARRIS DIRECT LLC,546,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,546.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,HARRIS DIRECT LLC,311 WEST MONROE,14TH FLOOR,,,CHICAGO,IL,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
263,All,All Dealers,62,UBS,642,2002-05-25 00:00:00,2016-06-09 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,642.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,UBS SECURITIES LLC,677 WASHINGTON BLVD 9TH F,,,,STAMFORD,CT,6901.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
264,All,All Dealers,,MARSHALL & ILSLEY TRUST COMPANY NA,994,2005-03-16 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,994.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,MARSHALL & ILSLEY TRUST COMPANY NA,ATTN: MUTUAL FUND FEES,11270 W PARK PL STE 400,,,MILWAUKEE,WI,53224.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
265,All,All Dealers,32,"HARRIS, NA",2697,2002-06-27 00:00:00,2015-03-27 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2697.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,"HARRIS, N.A.",111 W MONROE,ATTN MUTUAL FUNDS UNIT,,,CHICAGO,IL,60603.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
266,All,All Dealers,,EXETER TRUST COMPANY,5909,2002-05-25 00:00:00,2015-02-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5909.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,EXETER TRUST COMPANY,C/O CUSTODY FIRST,PO BOX 1025,,,FAIRPORT,NY,14450.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
267,All,All Dealers,00,BLAIR (WILLIAM) & CO LLC,771,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,771.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,BLAIR (WILLIAM) & CO LLC,222 W ADAMS ST,,,,CHICAGO,IL,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-07-17 00:00:00,,,Y
268,All,All Dealers,,UNITED STATES TR CO OF NEW YORK,931,2003-02-20 00:00:00,2015-02-12 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,931.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,UNITED STATES TR CO OF NEW YORK,499 WASHINGTON BLVD 7TH FL,,,,JERSEY CITY,NJ,7310.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
269,All,All Dealers,03,BNY MELLON,963,2002-05-25 00:00:00,2016-06-22 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,963.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,THE BANK OF NEW YORK MELLON,301 N CHURCH ST,,,,WINSTON SALEM,NC,27101.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
270,All,All Dealers,,NATIONAL CITY BANK,2316,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2316.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,NATIONAL CITY BANK,4100 150TH LOC 5312,,,,CLEVELAND,OH,44135.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
271,All,All Dealers,03,BNY MELLON,5914,2009-06-24 00:00:00,2015-12-16 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5914.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,BNY MELLON DISTRIBUTORS INC,BELLEVUE CORPORATE CENTER,301 BELLEVUE PARKWAY,,,WILMINGTON,DE,19809.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
272,All,All Dealers,,MORGAN STANLEY DEAN WITTER,5147,2002-05-25 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,5147.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,MORGAN STANLEY DEAN WITTER,ONLINE,333 MARKET ST 25TH FL,,,SAN FRANCISCO,CA,94105.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
273,All,All Dealers,19,MERRILL LYNCH,161,2005-01-05 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,671.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,MERRILL LYNCH PIERCE FENNER &,4800 DEER LAKE DR E,,,,JACKSONVILLE,FL,32246.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2011-06-23 00:00:00,2015-01-15 00:00:00,,Y
274,All,All Dealers,,AG EDWARDS & SONS INC,201,2003-10-07 00:00:00,2013-09-26 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,201.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AG EDWARDS & SONS INC,1 NORTH JEFFERSON,,,,SAINT LOUIS,MO,63103.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
275,All,All Dealers,67,ROSENBLATT SECURITIES,233,2002-05-25 00:00:00,2015-04-06 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,233.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,ROSENBLATT SECURITIES INC,100 WALL ST 7TH FLOOR,,,,NEW YORK,NY,10005.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
276,All,All Dealers,00,NBC SECURITIES INC,306,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,306.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,NBC SECURITIES INC,1927 FIRST AVE N,,,,BIRMINGHAM,AL,35203.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2016-06-22 00:00:00,,,Y
277,All,All Dealers,00,OPTIONS XPRESS INC,338,2006-08-18 00:00:00,2018-06-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,338.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,OPTIONS XPRESS INC,311 W MONROE ST STE 1000,,,,CHICAGO,IL,60606.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-08-07 00:00:00,,,Y
278,All,All Dealers,07,MORGAN STANLEY SMITH BARNEY,418,2004-11-01 00:00:00,,Y,Y,Q,Quarterly,ZZ,Not Applicable,N,Y,Y,Z,Z,418.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,CITIGROUP GLOBAL MARKETS INC,201 PLAZA TWO,,,,JERSEY CITY,NJ,7311.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2011-06-23 00:00:00,,,Y
279,All,All Dealers,,AURUM SECURITIES INC,434,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,434.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,AURUM SECURITIES INC,120 MONTGOMERY ST #1575,,,,SAN FRANCISCO,CA,94104.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
280,All,All Dealers,105,PRUDENTIAL INVESTMENT MANAGEMENT,450,2005-06-09 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,450.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,PRUDENTIAL INVESTMENT MGMT SERV LLC,200 WOOD AVE SOUTH,,,,ISELIN,NJ,8830.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2012-01-10 00:00:00,2014-04-03 00:00:00,,Y
281,All,All Dealers,08,"WELLS FARGO CLEARING SERVICES, LLC",498,2004-01-16 00:00:00,2017-11-09 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,498.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,PRUDENTIAL INVESTMENT MGMT SERVICES,100 MULBERRY ST GATEWAY CENTER 3,,,,NEWARK,NJ,7102.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,Y,N,2011-06-23 00:00:00,,,Y
282,All,All Dealers,,LEGG MASON WOOD WALKER INC,740,2002-05-25 00:00:00,2013-09-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,740.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,LEGG MASON WOOD WALKER INC,100 LIGHT STREET 28TH FL,,,,BALTIMORE,MD,21202.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
283,All,All Dealers,63,UMB BANK,2450,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2450.0,0,Broker,D,Default,Z,No investment slip is included,0.0,,0.0,Y,Y,G,N,Z,N,Z,UMB BANK NA,928 GRAND AVE,12TH FLOOR,,,KANSAS CITY,MO,64106.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,N,2012-08-16 00:00:00,,,Y
284,All,All Dealers,09,WELLS FARGO BANK,2195,2002-05-25 00:00:00,,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,2195.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,WELLS FARGO BANK NA,PO BOX 560067,MAC 116-055,,,CHARLOTTE,NC,28256.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,N,Y,2011-09-01 00:00:00,,,Y
285,All,All Dealers,19,MERRILL LYNCH,773,2002-05-25 00:00:00,2018-10-17 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,773.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,MERRILL LYNCH PIERCE FENNER & SMITH,600 MONTGOMERY ST,,,,SAN FRANCISCO,CA,94111.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
286,All,All Dealers,03,BNY MELLON,901,2005-01-04 00:00:00,2015-02-25 00:00:00,Y,Y,M,Monthly,ZZ,Not Applicable,N,Y,Y,Z,Z,901.0,0,Broker,R,Reject,Z,No investment slip is included,0.0,,0.0,Y,Y,B,N,Z,N,Z,THE BANK OF NEW YORK MELLON,ONE WALL ST,12TH FLOOR,,,NEW YORK,NY,10005.0,UNITED STATES,2020-02-25 02:21:27,,Y,426910.0,4,,,,,,Y
