"DealerName","DealerNumber","EstablishedDate","InactiveDate","TaxID","AlphaCode","DealerCRD","MainTelephone","MainFax","StreetAddress","City","State","ZipCode","Platforms","TradingContact","DividendsContact","InvoicesContact","GroupContact","ContractIncludesAllFundsValue","FeePaymentMatrix","AdditionalPaymentInformation","WireInstructions","CheckAddress","OperationsQuestionnaire","RefresherDetails","TradingMethodValue","AccountTypes","SignatureGuaranteeWaiver","c_22c2FormOnFileValue","AdditionalContacts","HistoricalInformation","RedemptionFeeExceptions","Contracts","ClearingCorrespondents","Notes","IDCValue","Site","AdditionalInformation","BillingChannels","LastIntermediaryDueDiligenceReview","ADC22c2Feed","ACHPaymentInstructions","FirmAddress","DealerGroupId","TradesSuperOmnibusValue","TradesOmnibusValue","MarketTimingInformation","DateOfReceiptOfMostRecentControlAuditReport","CreatedById","ModifiedById","Modified","Created","PrimaryDealer","ParticipatesInCBRS","PayNoPayDealerValue","Authorized3rdParty","ContractIncludesRetirementClass","ContractNotes","BillingMethodValue","Id"
"Benefit Trust Company","700761","2009-03-30 00:00:00",,"43-1971558 ","JA",,"913-319-0380 ","913-319-0381 ","5901 College Blvd Ste 100 ","Overland Park","KS","66211",,,,,,"Yes",,,,,,,,,"No",,,,,,,,,,"<div class=""ExternalClassE7D55105105B4B5C9FCF998D333DA9A8""><html>
  <div class=""ExternalClass753DAC8E2CF34AA79B2558AF28F34FE4"">
    <p>This TPA has a corresponding dealer profile​</p>
  </div>
</html></div>",,,"False",,,19,"No","Yes",,,166,142,"2016-05-31 11:36:43","2013-08-20 12:46:23",,,,,"True",,,456
"Vertical Management Systems","707122","2003-06-23 00:00:00",,"95-4373305 ","R1 ",,"704-846-0132 ","704-321-0798 ","7 N Fair Oaks Ave","Pasadena","CA","91103",,,,,,"Yes",,,,,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday, Decmber month end",,,"NO",,,,,,,,,,,,,"False",,"7 N Fair Oaks Ave
Pasadena CA 91103",64,"No","No",,,166,107,"2016-03-14 12:23:13","2013-08-20 12:48:16",,,,,,,,457
"The401kStore.com","707129","2010-09-20 00:00:00","2019-10-07 00:00:00","43-1317863","V6",,"314-367-6555","314-367-7982","4940 Washington Blvd","Saint Louis","MO","63108",,,,,,"Yes",,,"<div class=""ExternalClass989DC3BC02A24AA0892FA43BF79E49AD""><html>
  <p>ABA&#58; 022000046</p>
<p>Manufactures &amp; Traders Trust</p>

<p>DDA&#58; 9835200339</p>
<p>FFC&#58; Qualified Benefits Habor Sub TA Fees</p>
</html></div>",,,,,,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/The401kStore.com%20(707129)/default.aspx, Site","<div class=""ExternalClassCD0680A8F901497294CA1E7C1796C25D""><html>
  <p>
    <span style=""font-family&#58;'tahoma', 'sans-serif';color&#58;black;font-size&#58;8pt;"">The agreement on file is with Qualified Benefit Consultants, which does business as Ekon Benefits.&#160; However, their NSCC number is registered to The401kStore.com, a wholly owned subsidiary of Qualified Benefits Consultants.</span></p>
<p><span style=""font-family&#58;'tahoma', 'sans-serif';color&#58;black;font-size&#58;8pt;"">10/24/2019 (AK) - The contract was terminated effective 6/22/2019 as part of the intermediary agreements clean up project.&#160;&#160;</span>
    <span id=""ms-rterangepaste-end""></span>
  </p>
</html></div>",,,"False",,,98,"No","Yes",,,166,142,"2019-10-24 11:30:56","2013-08-20 12:52:27",,,"$",,,,,458
"Retirement Plan Company LLC","709050","2005-03-14 00:00:00","2013-12-05 00:00:00",,,,"617-896-3547","781-207-8043","175 Federal St 6th Floor","Boston","MA","02110",,,,,,"Yes",,,,,,,,,,,,,,,,,,,"<div class=""ExternalClassAC3B52C38BCF42D0AFADFA0DD7A0A187""><p>The Retirement Plan Company is the successor to Gold K Investments​​</p></div>","<div class=""ExternalClass5F9E2D7C6D3941BCB741E35DEA51BCB9""><div></div></div>",,"False",,,52,"No","Yes",,,166,94,"2013-12-05 16:17:50","2013-08-20 12:58:55",,,,,,,,459
"First Midwest Securities (Clears through Pershing)","209181","2013-08-19 00:00:00",,,,,"309-820-7444","309-820-7452","207 W Jefferson Street Ste 102","Bloomington ","IL","61701","Pershing Correspondent",,,,,"Yes",,,,,,,,,"NO","Yes",,,,,,,"No",,,,,"False",,,75,,,,,94,105,"2017-11-22 15:31:48","2013-08-20 18:10:29",,,,,,,,460
"BNP Paribas NY Branch","2787","2013-06-24 00:00:00",,"94-1677765","88",,"201-850-6895","201-850-6329","525 Washington Blvd 9th Floor","Jersey City","NJ","07310",,,,,,"Yes",,,,,,"Dividend- Daily, Financial- Daily, Account Position- Daily","NSCC",,"No","Yes",,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/BNP%20Paribas%20NY%20Branch%20(2787)/default.aspx, Site","<div class=""ExternalClass1D0631F22CE647FCB7B65D1B344686F2""><html>
  <p>​Other Dealer Profiles for&#160;BNP&#160;Paribas NY Branch&#160;include&#58;</p>
<div>502787 - Custodian ID used for NSCC Trust trading/settlement only.</div><span id=""ms-rterangepaste-end""></span></html></div>",,,"False",,,4,"No","No",,,41,423,"2016-02-24 10:38:12","2013-08-22 12:26:44","True","True",,,,,,461
"BNP Paribas NY Branch","502787","2013-06-24 00:00:00",,"94-1677765","88",,"201-850-6895","201-850-6329","525 Washington Blvd 9th Floor","Jersey City","NJ","07310",,,,,,"Yes",,,,,,,"NSCC",,"No",,,,,,,,,,,,,"False",,,4,"No","No",,,41,90,"2015-07-06 16:00:45","2013-08-22 13:11:46",,,,,,,,462
"Metlife Securities Inc","0597","2003-01-03 00:00:00",,,"OI","14251","201-395-7552","201-946-1510","2 Montgomery Street","Jersey City","NJ","07010",,,,,,"Yes",,,,"2 Montgomery St
Jersey City NJ 07302-3855​",,"Dividend- Daily, Financial- Daily, Account Position- 2nd & 4th Fridays, Dec Month End","NSCC",,"No","No",,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Metlife%20Securities%20Inc%20(0597)/default.aspx, Site","<div class=""ExternalClass7943DBC4E8B54F94AFBFC54BA9B10B74""><html>
  <p>
    <span id=""ms-rterangepaste-start""></span>For large trade reporting purposese this dealer self-clears but is also a Pershing Correspondent.&#160; <span id=""ms-rterangepaste-end""></span>​</p>
</html></div>",,,"False",,,38,"No","No",,,1073741823,423,"2016-02-24 10:00:49","2013-08-22 13:42:41",,,"$",,,,,463
"Vertical Management Systems Inc","7122","2013-07-01 00:00:00",,"R1",,,"6267442500","6267442520","7 N. Fair Oaks Ave.","Pasadena","CA","91103",,,,,,"Yes",,,,"7 N FAIR OAKS AVE
PASADENA, CA 91103-3608",,,,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Vertical%20Management%20Systems%20Inc%20(7122)/default.aspx, Site","<div class=""ExternalClassF412AD36DBC94179A26FEF223D68F561""><html>
  <p>​<span style=""color&#58;black;"">Other Dealer Profiles for Vertical Management Systems include&#58;</span></p>
<div><span style=""color&#58;black;""></span><span style=""font-family&#58;calibri;color&#58;black;font-size&#58;10pt;"">507122 - Custodian ID used for NSCC Trust trading/settlement only.</span></div>
<div><span style=""font-family&#58;calibri;color&#58;black;font-size&#58;10pt;"">707122 - TPA used for NSCC trading.</span></div><span id=""ms-rterangepaste-end""></span></html></div>",,,"False",,"7 N. Fair Oaks Ave.
Pasadena, CA 91103",64,,,,,90,90,"2015-07-06 16:02:48","2013-10-22 12:26:58","True",,"$",,,,,465
"Arvest Asset Management","209155","2010-06-16 00:00:00",,"71-0794602",,"42057","(479)770-1800","(479)770-1836","921 W. Monroe Ave","Lowell","AR","72745",,,,,,"Yes",,,,"921 W Monroe Ave
PO Box 1515
Lowell AR 72745   ",,,"NSCC",,"No",,,,,,,,"No","https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Arvest%20Asset%20Management%20(209155)/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site","<div class=""ExternalClass057089DEBEBE45F1B091FAB0D5C9E9C8""><html>
  <p>​2/13/2018 - During a request for a copy of their current selling agreement, Arvest indicated that they now clear through First Clearing/Raymond James.</p>
</html></div>",,,"False",,"921 W. Monroe Ave
PO BOX 1515
Lowell, AR 72745",75,"No","No",,,107,142,"2018-02-13 12:33:21","2013-10-23 11:32:25",,,"$",,,,,466
"Cressman Esser Securities Inc","209025","2007-03-16 00:00:00",,"36-3833936",,"30773","630-505-5005","630-505-5004","700 E Diehl Road, Suite 140","Naperville","IL","60563",,,,,,"Yes",,,,"700 E DIEHL ROAD
SUITE 140
NAPERVILLE, IL 60563-2380 ",,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday (via dealer 0727)","NSCC",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Cressman%20Esser%20Securities%20Inc%20(209025)/default.aspx, Site","<div class=""ExternalClassA0FAB61C53B943E59B49C244BB9E5B8D""><html>
  <div class=""ExternalClassC39DFC0D40CE4BEA9FC2F82895266A48"">
    <p>​Cressman Esser clears through RBC - Please reference Operations Questionnaire.&#160; Because we have a direct agreement with Cressman Esser, 209025 can also be listed as dealer of record on directly held or trust-level 0 accounts.</p>
  </div>
</html></div>",,,"False",,"700 E Diehl Road
Suite 140
Naperville, IL 60563


",75,"No","No",,,90,107,"2016-03-14 12:34:44","2013-10-23 13:20:03",,,"$",,,,,467
"Woodlands Securities Corporation","209144","2007-06-22 00:00:00",,,,,"(281)367-2483","(281)298-1182","10077 Grogans Mill Rd #130","The Woodlands","TX","77380",,,,,,"Yes",,,,"10077 Grogans Mill Rd
Ste 130
The Woodlands, TX 77380-1029",,,"NSCC",,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Woodlands%20Securities%20Corporation%20(209144)/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,"10077 Grogans Mill Rd #130
The Woodlands, TX 77380
",75,"No","No",,,107,90,"2015-07-06 16:02:56","2013-10-23 14:59:42",,,"$",,,,,468
"Legacy Asset Securities","209073","2013-11-03 00:00:00","2019-01-08 00:00:00","760600529","LA","47644","7133557171","7133557444","1800 West Loop South, Suite 1790","Houston","TX","77027",,,,,,"Yes",,,,"1800 WEST LOOP SOUTH
STE 1790
HOUSTON, TX 77027-3287 ",,,,,"No","Yes",,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Legacy%20Asset%20Securities%20(209073)/default.aspx, Site","<div class=""ExternalClass7687AFC8268C4542A232FE66B677735A""><html>
  <p>This firm currently has no assets, but they formerly cleared through RBC.&#160; (6/10/2015)</p>
</html></div>",,,"False",,"1800 West Loop South
Suite 1790
Houston, TX 77027",50,"No","No",,,90,322,"2019-01-08 10:36:07","2013-10-25 10:06:00",,,"$",,,,,469
"Meritus Financial Group","209085","2004-04-15 00:00:00","2015-04-30 00:00:00",,,,"(847)289-7777","(847)289-7700","645 Tollgate Rd., Suite 140","Elgin ","IL","60123",,,,,,"Yes",,,,"645 TOLLGATE ROAD
STE 140
ELGIN, IL 60123-9317 ",,,,,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Meritus%20Financial%20Group/default.aspx, Site",,,,"False",,"645 Tollgate Rd., Suite 140
Elgin, IL 60123",75,,,,,107,105,"2015-08-24 15:30:03","2013-10-28 12:20:20",,,"$",,,,,470
"Wesbanco Trust & Investment Services","209142",,,,,,,,"ONE BANK PLAZA","WHEELING","WV ","26003-3543",,,,,,"Yes",,,,,,,,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Wesbanco%20Trust%20Investment%20Services/default.aspx, Site",,,,"False",,"ONE BANK PLAZA
WHEELING WV 26003-3543",93,,,,,107,307,"2017-10-30 14:25:06","2013-10-28 15:31:28",,,,,,,,471
"OneAmerica Securities (Clears through Pershing)","209181",,,,,,,,,,,,,,,,,"Yes",,,,,,,,,"NO",,,,,,,,,,,,,"False",,,75,,,,,41,105,"2017-11-22 15:36:05","2013-10-29 16:22:00",,,,,,,,472
"BNY Mellon Distributors","0592",,,,,,,,"211 S Gulph Rd","King of Prussia","PA","19406-3112",,,,,,"No",,,,,,"Dividend- Daily, Financial- Daily, Account Position- Daily",,,"YES",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/BNY_Mellon_Distributors/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site","<div class=""ExternalClassC7878114EEA5481BAD40C65C11719703""><html>
  <p>​<span aria-hidden=""true"" id=""ms-rterangepaste-start""></span>As per NSCC Member Directory this entity is for BNY Trust FBO Health Savings Account <span aria-hidden=""true"" id=""ms-rterangepaste-end""></span></p>
</html></div>",,,"False",,,3,,,,,107,322,"2017-11-02 16:46:45","2013-10-30 14:17:22",,,,,,,,473
"Pension Dynamics Securities Corp","109163",,,,,,,,"2300 CONTRA COSTA BLVD STE 400","PLEASANT HILL","CA","94523-3987",,,,,,"Yes",,,,"2300 CONTRA COSTA BLVD STE 400
PLEASANT HILL, CA 94523-3987 ",,,,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Pension%20Dynamics%20Securities%20Corp/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,"2300 CONTRA COSTA BLVD STE 400
PLEASANT HILL CA 94523-3987",9,,,,,107,322,"2017-10-31 13:32:32","2013-10-30 15:43:18",,,"$",,,,,474
"Rothschild Investment Corporation","209112",,,,,,,,"311 S. WACKER DR. SUITE 3500","CHICAGO","IL","60606-6621",,,,,,"Yes",,,,"311 S. WACKER DR.
SUITE 3500
CHICAGO, IL 60606-6621 ",,,,,,,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Rothschild%20Investment%20Corporation/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site","<div class=""ExternalClassDDEC27187F7B440A972E5644654F97E7""><html>
  <p>​Also clears through Pershing<br></p>
</html></div>",,,"False",,"311 S. WACKER DR. SUITE 3500
CHICAGO IL 60606-6621",75,,,,,107,142,"2019-09-25 13:49:52","2013-11-05 10:37:49",,,"$",,,,,475
"Bank of Hawaii","209053",,,,,,,,"PO BOX 3170","HONOLULU ","HI","96802-3170",,,,,,,,,,,,,,,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Bank%20of%20Hawaii/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,,75,,,,,107,90,"2015-07-06 16:00:40","2013-11-05 14:00:14",,,"$",,,,,476
"Wells Fargo Securities","0250",,,,,,,,"1111 Main St Ste 306","Vanvouver","WA","98660",,,,,,"No",,,,,,"Dividend - Daily, Financial Activity - Daily, Position - 1st and 3rd Friday",,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Wells%20Fargo%20Securities/default.aspx, Site",,,,"False",,"1111 Main St Ste 306
Vancouver WA 98660",8,,,,,107,307,"2017-10-30 14:23:39","2013-11-05 15:11:57",,"True",,,,,,477
"RJJ Pasadena Securities (Clears through Pershing)","209181",,,,,,,,,,,,,,,,,"Yes",,,,,,,,,"NO",,,,,,,,,,,,,"False",,,75,,,,,41,105,"2017-11-22 15:37:34","2013-11-08 09:59:27",,,,,,,,478
"Central Bank","209023",,,,,,,,"75 North University Ave","Provo","UT ","84601-4429",,,,,,"Yes",,,,"75 NORTH UNIVERSITY AVE
PROVO, UT 84601-4429 ",,,,,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Central%20Bank/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,,75,,,,,107,322,"2017-10-30 16:16:49","2013-11-11 10:19:12",,,"$",,,,,479
"Enerecap Partners LLC","209138","2005-03-08 00:00:00","2015-10-28 00:00:00","58-1889249",,"26554","901-767-1161","901-680-0330","6075 Poplar Ave, Suite 700","Memphis ","TN","38119-0100",,,,,,,,,,"Attn Michelle Pearson
6075 Poplar Ave
Ste 700
Memphis TN 38119",,,"NSCC",,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/209138/default.aspx, Site","<div class=""ExternalClass9EB2B2A180FB44FB95403BB7D985E0D0""><html>
  <p>​Formerly <span id=""ms-rterangepaste-start""></span>Trading Services Group<span id=""ms-rterangepaste-end""></span></p>
</html></div>",,,"False",,"6075 Poplar Ave
Suite 700
Memphis TN 38119",75,"No","No",,,109,105,"2015-11-03 09:26:56","2013-11-11 13:51:07",,,"$",,,,,480
"TD Private Client Wealth (Clears through Pershing)","209181","2013-11-07 00:00:00",,,,,,,"444 Madison Avenue","New York ","NY ","10022",,,,,,"Yes",,,,,,,,,"NO",,,,,,,,,,"<div class=""ExternalClass0BFF2103DB4F4E67811A7FD83611D7C2""><html>
    <html>
  <div class=""ExternalClass2A31A3F55C824179BFC676E84C236DDD"">
    <p>​Clears Through Pershing</p>
  </div>
</html>
  </html></div>",,,"False",,,75,,,,,94,105,"2017-11-22 15:39:14","2013-11-21 11:26:05",,,,,,,,481
"The Leaders Group Inc","209072",,,,,,,,"26 W DRY CREEK CIRCLE STE 575","LITTLETON","CO","80120-8067",,,,,,"Yes",,,,"26 W DRY CREEK CIRCLE
STE 575
LITTLETON, CO 80120-8067 ",,,,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/The%20Leaders%20Group%20Inc/default.aspx, Site",,,,"False",,"26 W DRY CREEK CIRCLE STE 575
LITTLETON CO 80120-8067",75,,,,,107,307,"2017-10-30 14:12:40","2013-11-29 08:34:42",,,"$",,"True",,,482
"Nationwide Securities LLC","0605",,,,,,,,"10 W NATIONWIDE BLVD # 5-01-103A","COLUMBUS","OH","43215-2751",,,,,,,,,,,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday",,,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Nationwide%20Securities%20LLC/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,"10 W NATIONWIDE BLVD # 5-01-103A
COLUMBUS OH 43215-2751",83,,,,,107,107,"2016-03-03 16:06:11","2013-11-29 09:16:45",,,"$",,,,,483
"Massachusetts Mutual Life Insurance","109084","2010-06-02 00:00:00",,"04-1590850","VB","4534","413-744-6604","413-744-2494","1295 State Street MIP Code C105","Springfield","MA","0111",,,,,,"Yes",,,"<div class=""ExternalClassFE013A219E63428497C1D036CB5AA560""><html>
  <p>
&#160;JP Morgan Chase</p>
  <p>ABA&#58; 021000021</p>
  <p>Name&#58; MassMutual Life Insurance Co. RS Admin Fees</p>
  <p>Account&#58; 700625010</p>
</html></div>",,,,"NSCC",,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Mass%20Mutual/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,"1295 State Street MIP Code C105
Springfield, MA 01111",37,"No","No",,,109,142,"2018-06-25 10:41:43","2013-12-06 13:08:17",,,"$",,"True",,"Non-Invoice",484
"The Retirement Plan Company, LLC","102619","2013-12-05 00:00:00",,"38-3712991","UO","133795","888-673-5440","615-515-4500","1620 Westgate Circle, Suite 170","Brentwood","TN","37027",,,,,,"Yes",,,"<div class=""ExternalClass5D7523EF5B424545BEE8A66C0C43599A""><html>
  <div class=""ExternalClassE07F25210D0041F2A9AAAE698947047A"">
    <p>​ABA&#58; 0640008637</p>
<p>Account&#58; 60096501</p>
<p>Bank Name&#58; Pinnacle National</p>
<p>Nashville, TN 37201</p></div>
</html></div>",,,,"NSCC",,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/The%20Retirement%20Plan%20Company%20LLC/default.aspx, Site",,,,"False",,"1620 Westgate Circle, Suite 170
Brentwood, TN 37027",84,"No","No",,,109,90,"2015-07-06 16:02:39","2013-12-06 13:16:36",,,"$",,,,,485
"Reliance Trust Company","507955",,,,,,,,"1100 ABERNATHY RD STE 400","ATLANTA","GA","30328-5634",,,,,,"Yes",,,,,,"Dividend - Daily, Financial Activity - Daily, Position - 2nd and 4th Friday",,,"NO",,,,,,,,,,"<div class=""ExternalClassAC03AF99864040868217C31E996E39E9""><html>
  <p>​</p>
</html></div>",,,"False",,"1100 ABERNATHY RD STE 400
ATLANTA GA 30328-5634",51,,,,,41,307,"2017-10-31 14:32:14","2013-12-26 10:19:37",,,,,"True","<html>
  <p>​<span aria-hidden=""true"" id=""ms-rterangepaste-start""></span><span aria-hidden=""true""></span><span aria-hidden=""true""></span>The 3/29/2016 Fee Schedule to Trust Fund/SERV Agreement covers all fees. The&#160;12b-1 fee on Administrative and Investor Class funds and the 10 bp Sub TA fee on Investor Class funds are paid on all funds. However, the 10 bp Institutional Class fee on Standard Retirement Service Plans is paid on Funds 2011, 2012, 2014, and 2017 only.<span aria-hidden=""true"" id=""ms-rterangepaste-end""></span></p>
</html>",,486
"City Securities Corporation (Clears through First Clearing)","209180",,,"35-0230120",,,"317-634-4400","317-524-6400","30 S Meridian Street, Suite 600","Indianapolis","IN","46024",,,,,,"Yes",,,,,,,,,"No ",,,,,,,,,,,,,"False",,"30 S Meridian Street
Suite 600
Indianapolis, IN 46024",75,,,,,109,105,"2017-11-22 15:16:00","2013-12-27 11:26:50",,,,,,,,487
"HSBC Bank","205728",,,,,,"716-841-4702","716-841-4980","PO Box 1329","Buffalo","NY","14240-1329",,,,,,"No",,,,,,,,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/205728/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site",,,,"False",,"HSBC Bank 
PO Box 1329
Buffalo NY 14240-1329",75,,,,,109,307,"2017-10-31 13:37:22","2013-12-30 11:58:13",,,"$",,,,,488
"Jefferies LLC","0019",,,,"G5",,"201-761-7709","201-221-8374","101 Hudson Street 11th Fl","Jersey City","NJ","07032",,,,,,"Yes",,,,"520 Madison Ave
10th Floor
New York, NY 10022",,"Dividend- Daily, Financial- Daily, Account Position- Fridays, Dec Month End",,,"No",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/Jefferies%20LLC/default.aspx?PageView=Shared&InitialTabId=Ribbon.WebPartPage&VisibilityContext=WSSWebPartPage, Site","<div class=""ExternalClassC07BAA5DFC35446FB160FB7C8C3B6BE7""><html>
  <p>​<span id=""ms-rterangepaste-start""></span>For large trade reporting purposese this dealer self-clears but is also a Pershing Correspondent.&#160; <span id=""ms-rterangepaste-end""></span></p>
</html></div>",,,"False",,"520 Madison Ave 
10th Floor
New York, NY 10022",75,"No",,,,107,142,"2019-06-18 15:45:36","2013-12-31 09:36:00",,"True","$",,,,"Non-Invoice",489
"HSBC Bank ","5728",,"2014-01-08 00:00:00",,,,,,"PO Box 1329","Buffalo ","NY ","14240-1329 ",,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""ExternalClass668BD8D517D64B64AA5379B500DEDB71""><p>​Dealer 5728 was originally set up by HSG prior to NSCC Trading.&#160; Subsequently, the NSCC assigned 5728 to UMB Bank (with whom we do not have an agreement with).&#160; HSBC has been assigned 205728 to avoid any confusion, and 5728 has been deactivated.</p></div>","<div class=""ExternalClass6785372D73A4491EB3CCDC99B27255AC""><div></div></div>",,"False",,"HSBC Bank 
PO Box 1329 
Buffalo NY 14240-1329",91,,,,,109,90,"2015-02-06 15:37:33","2014-02-12 07:58:13",,,,,,,,492
"DST Market Services LLC","0626","2005-11-17 00:00:00",,"13-4154601","5O",,"816-843-7725",,"210 W 10th Streeet","Kansas City","MO","64105-1614",,,,,,"Yes",,,,,,"Dividend- Daily, Financial- Daily, Account Position- 1st & 3rd Fridays, Dec Month End",,,"NO",,,,,,,,,"https://harborcapitaladvisors.sharepoint.com/sites/pwa/Rollup/Intermediary/DST%20Market%20Services%20LLC%20(0626)/default.aspx, Site","<div class=""ExternalClass2A55EAF445584E8EB7D6F96D02EBED82""><html>
  <p>​11/16/17 SL - DST Market Services, LLC was formerly known as Wall Street Advisor Services, LLC. DST Market Services, LLC operates as a subsidiary of DST Systems Inc.</p>
</html></div>",,,"False",,"DST Systems, Inc., 
333 West 11th St.
Kansas City, MO 64105
",85,,,,,90,423,"2017-11-16 13:50:13","2014-03-12 11:04:19",,,,,,,,493
"ICMA Retirement Corporation","209168","2014-03-11 00:00:00","2019-10-07 00:00:00","23-7268394",,,"202-962-3446",,"777 N Capitol Street","Washington ","DC","20002-4240",,,,,,"No",,,,,,,,,"NO",,,,,,,,"No",,"<div class=""ExternalClass5118C2035B5445B4868D19367F1E3F12""><html>
  <div class=""ExternalClass6541FE052E0C4BAA8925316B47CBBE91"">
    <p>Barbara Stotler has access </p>
<p>Vision ID VSB26623<br></p>
<p>10/24/2019 (AK) - This agreement was terminated as of 6/22/2019 as part of the intermediary agreements cleanup project.<br></p>
</div>
</html></div>",,,"False",,"777 N Capitol Street
Washington DC 20002-4240",86,,,,,94,142,"2019-10-24 11:08:04","2014-03-13 07:42:45",,,,,,,,494
"ASU Foundation","209169","2014-03-11 00:00:00",,,,,"480-965-8350",,"PO Box 1533","Minneapolis","MN","55480-1533",,,,,,,,,,,,,,,"No",,,,,,,,,,"<div class=""ExternalClass41D2B12F288C4B9E9414F86F4C8D0DD1""><html>
  <div class=""ExternalClass7B9EBC122A064C24B6406FC8FA30B385"">
    <p>​Lisa Jackson has access.&#160; VSB28743</p>
  </div>
</html></div>",,,"False",,,75,,,,,94,90,"2015-07-06 16:00:39","2014-03-13 07:50:00",,,,,,,,495
"Harbor Deferred Comp Plan for Independent Trustees","209170","2014-03-13 00:00:00",,,,,"800-422-1050",,"111 S Wacker DR FL 34","Chicago","IL","60606-4719",,,,,,,,,,,,,,,"NO",,,,,,,,,,,,,"False",,,75,,,,,94,90,"2015-07-06 16:01:17","2014-03-13 08:23:45",,,,,,,,496
"DST Market Services, LLC","503038","2014-03-26 00:00:00",,"134154001","73",,"816-843-7156","816-843-7546","920 2nd Avenue South","Minneapolis","MN","55402",,,,,,"Yes",,,,,,"Dividend - Daily, Financial Activity - Daily, Position - Daily","NSCC",,"NO",,,,,,,,,,,,,"False",,"DST Market Services, LLC
920 2nd Ave South Ste 700
Minneapolis MN 55402-4007",85,,,,,109,107,"2016-03-03 16:25:53","2014-03-26 14:41:57",,,,,,,,497
